OpCode	ImagePtPair	FilenameLeft	FrameLeft	FilenameRight	FrameRight	Time	Period	PeriodTime	Length	Precision	RMS	Range	Direction	HorzDir	VertDir	MidX	MidY	MidZ	Family	Genus	Species	Code	Number	Stage	Activity	Comment	Attribute9	Attribute10
20210514_1	85	20210514_TOP_1_0007_0001.mp4	49932	20210514_BOTTOM_1_0007_0001.mp4	47710	133.88375	npz9.43	1.91525	144.89705	4.58787	6.95826	1962.66127	19.16318	42.05311	60.11925	45.15211	-642.67841	-1853.90534	Chaetodontidae	Chaetodon	assarius	37365012	1	AD	Passing			
20210514_1	86	20210514_TOP_1_0007_0001.mp4	49933	20210514_BOTTOM_1_0007_0001.mp4	47711	133.88403	npz9.43	1.91552	123.43875	1.29190	1.20369	1437.72557	5.69460	22.18734	68.43133	89.37808	111.19066	-1430.63029	Chaetodontidae	Chaetodon	assarius	37365012	1	AD	Passing			
20210514_1	87	20210514_TOP_1_0007_0001.mp4	49936	20210514_BOTTOM_1_0007_0001.mp4	47714	133.88486	npz9.43	1.91636	124.25941	2.13228	1.64815	1832.80768	6.74541	28.50780	69.90628	127.95927	-173.12111	-1820.12074	Chaetodontidae	Chaetodon	assarius	37365012	1	AD	Passing			
20210514_1	88	20210514_TOP_1_0007_0001.mp4	49937	20210514_BOTTOM_1_0007_0001.mp4	47715	133.88514	npz9.43	1.91664	142.23702	1.83911	6.60292	2082.56130	6.55157	6.64631	73.92508	-17.82361	236.94557	-2068.96126	Chaetodontidae	Chaetodon	assarius	37365012	1	AD	Passing			
20210514_1	89	20210514_TOP_1_0007_0001.mp4	49940	20210514_BOTTOM_1_0007_0001.mp4	47718	133.88597	npz9.43	1.91747	121.82359	4.69085	7.34144	1929.47758	11.81623	45.79342	53.05273	264.34141	-293.65290	-1888.59083	Chaetodontidae	Chaetodon	assarius	37365012	1	AD	Passing			
20210514_1	90	20210514_TOP_1_0007_0001.mp4	49945	20210514_BOTTOM_1_0007_0001.mp4	47723	133.88736	npz9.43	1.91886	151.45804	4.19046	9.49697	2004.43444	11.77723	63.17883	68.76915	-117.99883	-391.73302	-1962.23825	Chaetodontidae	Chaetodon	assarius	37365012	1	AD	Passing			
20210514_1	91	20210514_TOP_1_0007_0001.mp4	49955	20210514_BOTTOM_1_0007_0001.mp4	47733	133.89015	npz9.43	1.92164	149.66136	4.40467	5.72615	1810.31268	31.72289	66.97613	73.54788	456.89288	835.06324	-1539.85398	Chaetodontidae	Chaetodon	assarius	37365012	1	AD	Passing			
20210514_1	92	20210514_TOP_1_0007_0001.mp4	49969	20210514_BOTTOM_1_0007_0001.mp4	47747	133.89404	npz9.43	1.92553	127.08333	5.11788	2.67863	1699.28338	27.63649	58.29577	34.08577	79.11644	-784.24967	-1505.40926	Chaetodontidae	Chaetodon	assarius	37365012	1	AD	Passing			
20210514_1	93	20210514_TOP_1_0007_0001.mp4	49972	20210514_BOTTOM_1_0007_0001.mp4	47750	133.89487	npz9.43	1.92637	111.54042	1.91478	2.54924	1360.84691	18.48990	43.08199	72.40823	215.65916	-373.82964	-1290.59941	Chaetodontidae	Chaetodon	assarius	37365012	1	AD	Passing			
20210514_1	94	20210514_TOP_1_0007_0001.mp4	49975	20210514_BOTTOM_1_0007_0001.mp4	47753	133.89571	npz9.43	1.92720	97.89955	4.60383	11.10863	2193.48367	5.74035	68.03757	69.74606	38.19196	-216.04361	-2182.48417	Chaetodontidae	Chaetodon	assarius	37365012	1	AD	Passing			
20210514_1	95	20210514_TOP_1_0007_0001.mp4	49976	20210514_BOTTOM_1_0007_0001.mp4	47754	133.89598	npz9.43	1.92748	155.21722	2.32696	6.02013	1558.98367	7.71078	70.57639	71.32168	135.38745	159.44755	-1544.88731	Chaetodontidae	Chaetodon	assarius	37365012	1	AD	Passing			
20210514_1	96	20210514_TOP_1_0007_0001.mp4	49978	20210514_BOTTOM_1_0007_0001.mp4	47756	133.89654	npz9.43	1.92804	121.56837	1.58897	5.83693	1883.32328	13.35676	76.06116	86.51449	398.82127	173.86928	-1832.38032	Chaetodontidae	Chaetodon	assarius	37365012	1	AD	Passing			
20210514_1	97	20210514_TOP_1_0007_0001.mp4	49978	20210514_BOTTOM_1_0007_0001.mp4	47756	133.89654	npz9.43	1.92804	104.17311	5.81546	4.15910	2068.66066	32.63743	37.51406	48.94028	122.47294	-1108.92969	-1742.01959	Chaetodontidae	Chaetodon	assarius	37365012	1	AD	Passing			
20210514_1	98	20210514_TOP_1_0007_0001.mp4	49997	20210514_BOTTOM_1_0007_0001.mp4	47775	133.90182	npz9.43	1.93332	135.42370	5.45059	3.52285	1963.62921	26.16992	85.49862	66.91744	280.84958	-819.22467	-1762.33769	Chaetodontidae	Chaetodon	assarius	37365012	1	AD	Passing			
20210514_1	99	20210514_TOP_1_0007_0001.mp4	50017	20210514_BOTTOM_1_0007_0001.mp4	47795	133.90738	npz9.43	1.93888	150.20667	6.72029	6.91702	2455.92640	6.64508	78.45870	66.08085	-230.31226	-166.50523	-2439.42754	Chaetodontidae	Chaetodon	assarius	37365012	1	AD	Passing			
20210514_1	100	20210514_TOP_1_0007_0001.mp4	50017	20210514_BOTTOM_1_0007_0001.mp4	47795	133.90738	npz9.43	1.93888	129.61402	4.21334	1.83147	1594.62969	19.94179	82.98737	54.23965	177.62408	514.04998	-1499.01506	Chaetodontidae	Chaetodon	assarius	37365012	1	AD	Passing			
20210514_1	101	20210514_TOP_1_0007_0001.mp4	50018	20210514_BOTTOM_1_0007_0001.mp4	47796	133.90766	npz9.43	1.93916	124.86586	7.35476	3.22358	2081.38360	20.29952	86.49521	51.90664	-28.06982	721.54400	-1952.11271	Chaetodontidae	Chaetodon	assarius	37365012	1	AD	Passing			
20210514_1	102	20210514_TOP_1_0007_0001.mp4	50025	20210514_BOTTOM_1_0007_0001.mp4	47803	133.90961	npz9.43	1.94111	142.12787	3.84072	8.69767	1886.95312	19.02754	37.69444	66.14138	144.12619	-598.06826	-1783.85372	Chaetodontidae	Chaetodon	assarius	37365012	1	AD	Passing			
20210514_1	103	20210514_TOP_1_0007_0001.mp4	50038	20210514_BOTTOM_1_0007_0001.mp4	47816	133.91322	npz9.43	1.94472	123.82919	2.53099	6.04779	2477.92739	3.21217	88.04471	83.40947	129.42423	50.27867	-2474.03427	Chaetodontidae	Chaetodon	assarius	37365012	1	AD	Passing			
20210514_1	104	20210514_TOP_1_0007_0001.mp4	50039	20210514_BOTTOM_1_0007_0001.mp4	47817	133.91350	npz9.43	1.94500	155.69053	4.39319	3.59560	1634.01278	25.20474	50.42567	40.32006	315.65565	-620.13743	-1478.44135	Chaetodontidae	Chaetodon	assarius	37365012	1	AD	Passing			
20210514_1	105	20210514_TOP_1_0007_0001.mp4	50040	20210514_BOTTOM_1_0007_0001.mp4	47818	133.91378	npz9.43	1.94528	144.40927	4.21079	3.26668	1664.22582	27.45216	74.18835	62.35736	98.88156	-760.82226	-1476.82751	Chaetodontidae	Chaetodon	assarius	37365012	1	AD	Passing			
20210514_1	106	20210514_TOP_1_0007_0001.mp4	50060	20210514_BOTTOM_1_0007_0001.mp4	47838	133.91934	npz9.43	1.95084	120.59229	3.08193	13.26404	2236.27391	7.64168	55.43615	79.52520	-101.51678	-279.50969	-2216.41369	Chaetodontidae	Chaetodon	assarius	37365012	1	AD	Passing			
20210514_1	107	20210514_TOP_1_0007_0001.mp4	50078	20210514_BOTTOM_1_0007_0001.mp4	47856	133.92435	npz9.43	1.95584	124.44366	3.87486	6.91654	2103.39027	11.74701	45.81626	68.83174	277.54703	-326.11223	-2059.33705	Chaetodontidae	Chaetodon	assarius	37365012	1	AD	Passing			
20210514_1	108	20210514_TOP_1_0007_0001.mp4	50078	20210514_BOTTOM_1_0007_0001.mp4	47856	133.92435	npz9.43	1.95584	142.73634	2.07902	14.09498	2208.76016	4.21164	48.70086	84.16728	62.99697	-149.48086	-2202.79557	Chaetodontidae	Chaetodon	assarius	37365012	1	AD	Passing			
20210514_1	109	20210514_TOP_1_0007_0001.mp4	50107	20210514_BOTTOM_1_0007_0001.mp4	47885	133.93241	npz9.43	1.96391	113.15776	2.67335	5.08482	1228.43838	22.68067	70.73355	50.00905	409.46106	-238.14665	-1133.44108	Chaetodontidae	Chaetodon	assarius	37365012	1	AD	Passing			
20210514_1	110	20210514_TOP_1_0007_0001.mp4	50120	20210514_BOTTOM_1_0007_0001.mp4	47898	133.93602	npz9.43	1.96752	147.43122	6.46444	4.32345	1716.06774	28.18712	89.70967	21.91549	-339.77501	-735.93990	-1512.55873	Chaetodontidae	Chaetodon	assarius	37365012	1	AD	Passing			
20210514_1	111	20210514_TOP_1_0007_0001.mp4	50121	20210514_BOTTOM_1_0007_0001.mp4	47899	133.93630	npz9.43	1.96780	129.34622	1.32748	2.22512	1570.31328	6.14725	19.11814	73.25838	139.74510	-93.52870	-1561.28392	Chaetodontidae	Chaetodon	assarius	37365012	1	AD	Passing			
20210514_1	112	20210514_TOP_1_0007_0001.mp4	50133	20210514_BOTTOM_1_0007_0001.mp4	47911	133.93964	npz9.43	1.97114	138.35128	2.64738	13.52908	2427.23094	5.50738	51.18411	82.27781	-163.78857	-165.64876	-2416.02646	Chaetodontidae	Chaetodon	assarius	37365012	1	AD	Passing			
20210514_1	113	20210514_TOP_1_0007_0001.mp4	50144	20210514_BOTTOM_1_0007_0001.mp4	47922	133.94270	npz9.43	1.97419	130.89213	2.48803	13.02641	2487.12677	5.95988	8.63956	83.05841	79.69085	-245.64006	-2473.68346	Chaetodontidae	Chaetodon	assarius	37365012	1	AD	Passing			
20210514_1	114	20210514_TOP_1_0007_0001.mp4	50148	20210514_BOTTOM_1_0007_0001.mp4	47926	133.94381	npz9.43	1.97531	134.79129	3.44378	5.17973	1381.70361	31.48664	80.93426	49.51025	293.50274	-659.28306	-1178.26434	Chaetodontidae	Chaetodon	assarius	37365012	1	AD	Passing			
20210514_1	115	20210514_TOP_1_0007_0001.mp4	50161	20210514_BOTTOM_1_0007_0001.mp4	47939	133.94742	npz9.43	1.97892	132.72689	9.38020	9.26910	2464.56163	1.72352	56.60978	47.86784	40.85277	-61.85206	-2463.44665	Chaetodontidae	Chaetodon	assarius	37365012	1	AD	Passing			
20210514_1	116	20210514_TOP_1_0007_0001.mp4	50166	20210514_BOTTOM_1_0007_0001.mp4	47944	133.94881	npz9.43	1.98031	136.80218	3.65475	3.14939	1858.36683	21.75076	31.96855	73.52586	212.98951	-654.88984	-1726.05968	Chaetodontidae	Chaetodon	assarius	37365012	1	AD	Passing			
20210514_1	117	20210514_TOP_1_0007_0001.mp4	50169	20210514_BOTTOM_1_0007_0001.mp4	47947	133.94965	npz9.43	1.98115	142.23174	8.48864	13.48563	2372.27029	13.63480	72.70282	56.00160	-57.68320	556.23824	-2305.41493	Chaetodontidae	Chaetodon	assarius	37365012	1	AD	Passing			
20210514_1	118	20210514_TOP_1_0007_0001.mp4	50185	20210514_BOTTOM_1_0007_0001.mp4	47963	133.95410	npz9.43	1.98559	135.13604	2.18498	3.32040	1325.65507	20.65649	71.97941	67.62043	362.83191	-295.03198	-1240.43158	Chaetodontidae	Chaetodon	assarius	37365012	1	AD	Passing			
20210514_1	119	20210514_TOP_1_0007_0001.mp4	50198	20210514_BOTTOM_1_0007_0001.mp4	47976	133.95771	npz9.43	1.98921	112.75483	4.80548	15.46471	2287.61161	18.23284	27.67194	77.56834	72.82886	-712.03167	-2172.75718	Chaetodontidae	Chaetodon	assarius	37365012	1	AD	Passing			
20210514_1	120	20210514_TOP_1_0007_0001.mp4	50206	20210514_BOTTOM_1_0007_0001.mp4	47984	133.95994	npz9.43	1.99143	116.88919	6.89753	15.28620	2334.06765	17.24949	74.37075	65.39427	127.58791	680.26658	-2229.08737	Chaetodontidae	Chaetodon	assarius	37365012	1	AD	Passing			
20210514_1	121	20210514_TOP_1_0007_0001.mp4	50211	20210514_BOTTOM_1_0007_0001.mp4	47989	133.96133	npz9.43	1.99282	117.87909	6.04211	7.29811	2228.46481	24.66628	76.62696	78.92632	116.03783	-922.74286	-2025.12623	Chaetodontidae	Chaetodon	assarius	37365012	1	AD	Passing			
20210514_1	122	20210514_TOP_1_0007_0001.mp4	50223	20210514_BOTTOM_1_0007_0001.mp4	48001	133.96466	npz9.43	1.99616	122.47199	2.76395	0.81825	1572.37636	4.84573	88.08441	67.64704	84.41960	102.54466	-1566.75631	Chaetodontidae	Chaetodon	assarius	37365012	1	AD	Passing			
20210514_1	123	20210514_TOP_1_0007_0001.mp4	50231	20210514_BOTTOM_1_0007_0001.mp4	48009	133.96689	npz9.43	1.99839	101.86115	6.95984	7.89994	2074.20447	33.77411	78.75573	57.85332	259.73186	-1123.45911	-1724.15288	Chaetodontidae	Chaetodon	assarius	37365012	1	AD	Passing			
20210514_1	124	20210514_TOP_1_0007_0001.mp4	50263	20210514_BOTTOM_1_0007_0001.mp4	48041	133.97579	npz9.43	2.00728	139.48077	2.88042	2.76482	1590.33497	26.57306	24.88796	72.50844	373.40563	-605.54459	-1422.33938	Chaetodontidae	Chaetodon	assarius	37365012	1	AD	Passing			
20210514_1	125	20210514_TOP_1_0007_0001.mp4	50285	20210514_BOTTOM_1_0007_0001.mp4	48063	133.98190	npz9.43	2.01340	259.31242	8.03913	15.02237	3165.84453	10.34348	70.93963	75.45576	289.44472	-489.21049	-3114.39664	Labridae	Bodianus	solatus	37384201	1	AD	Passing			
20210514_1	126	20210514_TOP_1_0007_0001.mp4	50447	20210514_BOTTOM_1_0007_0001.mp4	48225	134.02695	npz9.43	2.05845	319.73184	6.32699	16.26901	3267.86510	13.17514	7.88862	74.97942	-176.62034	723.59568	-3181.84803	Labridae	Bodianus	solatus	37384201	1	AD	Passing			
20210514_1	127	20210514_TOP_1_0007_0001.mp4	50484	20210514_BOTTOM_1_0007_0001.mp4	48262	134.03724	npz9.43	2.06873	98.09257	5.07146	14.58240	2589.46293	11.57675	49.57596	76.75416	91.14786	-511.59837	-2536.78487	Chaetodontidae	Chaetodon	assarius	37365012	1	AD	Passing			
20210514_1	128	20210514_TOP_1_0007_0001.mp4	50898	20210514_BOTTOM_1_0007_0001.mp4	48676	134.15235	npz9.43	2.18385	75.11362	2.39238	9.98891	1265.49056	35.60307	73.72991	72.12184	451.58037	-582.10037	-1028.93182	Labridae	Labroides	dimidiatus	37384028	1	AD	Passing			
20210514_1	129	20210514_TOP_1_0007_0001.mp4	50989	20210514_BOTTOM_1_0007_0001.mp4	48767	134.17765	npz9.43	2.20915	239.50017	2.20731	13.47293	2252.04569	9.95814	5.73128	60.70370	330.42551	206.11851	-2218.11721	Scaridae	Scarus	ghobban	37386001	1	AD	Passing			
20210514_1	130	20210514_TOP_1_0007_0001.mp4	51381	20210514_BOTTOM_1_0007_0001.mp4	49159	134.28665	npz9.43	2.31815	294.51860	8.95192	14.87201	2809.58773	24.44760	34.25822	76.55447	194.06147	-1146.47016	-2557.68050	Mullidae	Parupeneus	spilurus	37355015	1	AD	Passing			
20210514_1	131	20210514_TOP_1_0007_0001.mp4	51405	20210514_BOTTOM_1_0007_0001.mp4	49183	134.29333	npz9.43	2.32482	270.54390	19.48696	17.77965	3707.52354	29.67824	78.11147	68.09728	273.95329	1815.14422	-3221.16933	Mullidae	Parupeneus	spilurus	37355015	1	AD	Passing			
20210514_1	132	20210514_TOP_1_0007_0001.mp4	51414	20210514_BOTTOM_1_0007_0001.mp4	49192	134.29583	npz9.43	2.32733	251.06915	10.29926	17.28592	3104.80956	14.27583	67.26576	69.44403	202.38441	-738.38216	-3008.93249	Mullidae	Parupeneus	spilurus	37355015	1	AD	Passing			
20210514_1	133	20210514_TOP_1_0007_0001.mp4	51414	20210514_BOTTOM_1_0007_0001.mp4	49192	134.29583	npz9.43	2.32733	270.51564	6.39072	9.63101	2955.85020	12.17991	23.14985	62.09481	246.99954	-572.63203	-2889.31379	Mullidae	Parupeneus	spilurus	37355015	1	AD	Passing			
20210514_1	134	20210514_TOP_1_0007_0001.mp4	51414	20210514_BOTTOM_1_0007_0001.mp4	49192	134.29583	npz9.43	2.32733	289.44677	7.05846	11.46815	3508.07567	4.04365	72.30338	78.84024	100.54875	-226.02048	-3499.34274	Mullidae	Parupeneus	spilurus	37355015	1	AD	Passing			
20210514_1	135	20210514_TOP_1_0007_0001.mp4	51531	20210514_BOTTOM_1_0007_0001.mp4	49309	134.32836	npz9.43	2.35986	278.73573	10.93917	14.96763	3228.89551	8.15953	40.25969	55.52213	9.57280	-458.17648	-3196.20852	Mullidae	Parupeneus	spilurus	37355015	1	AD	Passing			
20210514_1	136	20210514_TOP_1_0007_0001.mp4	51531	20210514_BOTTOM_1_0007_0001.mp4	49309	134.32836	npz9.43	2.35986	197.03946	8.83214	19.19121	3322.77616	7.00995	47.00703	68.60630	188.72085	-358.92695	-3297.93834	Mullidae	Parupeneus	spilurus	37355015	1	AD	Passing			
20210514_1	137	20210514_TOP_1_0007_0001.mp4	51880	20210514_BOTTOM_1_0007_0001.mp4	49658	134.42540	npz9.43	2.45690	225.72586	11.08219	7.31328	3036.15812	21.48496	63.68791	68.34183	-359.76114	-1052.21087	-2825.18677	Lutjanidae	Lutjanus	sp10		1	AD	Passing			
20210514_1	138	20210514_TOP_1_0007_0001.mp4	52657	20210514_BOTTOM_1_0007_0001.mp4	50435	134.64145	npz9.43	2.67295	572.94782	17.40607	16.49166	3872.00212	9.37333	72.69946	64.97737	-305.47969	-551.69205	-3820.30345	Labridae	Choerodon	rubescens	37384039	1	AD	Passing			
20210514_1	139	20210514_TOP_1_0008_0001.mp4	37292	20210514_BOTTOM_1_0008_0001.mp4	35070	150.36939	npz9.5	0.51830	430.56330	21.60047	14.21161	3508.40568	31.72006	83.72315	48.41256	817.49298	1653.57214	-2984.34496	Lethrinidae	Lethrinus	miniatus	37351009	1	AD	Passing			
20210514_1	140	20210514_TOP_1_0008_0001.mp4	37376	20210514_BOTTOM_1_0008_0001.mp4	35154	150.39274	npz9.5	0.54165	364.41801	24.25815	7.80533	3814.70287	31.42192	78.91431	53.11315	439.99584	-1939.45878	-3255.28205	Lethrinidae	Lethrinus	miniatus	37351009	1	AD	Passing			
20210514_1	141	20210514_TOP_1_0008_0001.mp4	37484	20210514_BOTTOM_1_0008_0001.mp4	35262	150.42277	npz9.5	0.57168	427.96209	42.12670	14.62989	4518.98335	32.42939	81.97053	24.32845	792.56265	2290.07988	-3814.26128	Lethrinidae	Lethrinus	miniatus	37351009	1	AD	Passing			
20210514_1	143	20210514_TOP_1_0008_0001.mp4	37622	20210514_BOTTOM_1_0008_0001.mp4	35400	150.46114	npz9.5	0.61005	413.35939	29.88757	18.16106	4905.95714	26.63142	65.06850	69.82686	917.06933	1998.74751	-4385.47690	Lethrinidae	Lethrinus	miniatus	37351009	1	AD	Passing			
20210514_1	144	20210514_TOP_1_0008_0001.mp4	38024	20210514_BOTTOM_1_0008_0001.mp4	35802	150.57292	npz9.5	0.72183	315.76740	6.15675	8.63695	2526.14839	9.04738	81.10745	69.82094	389.86253	76.20249	-2494.71964	Lethrinidae	Lethrinus	miniatus	37351009	1	AD	Passing			
20210514_1	145	20210514_TOP_1_0008_0001.mp4	38384	20210514_BOTTOM_1_0008_0001.mp4	36162	150.67302	npz9.5	0.82193	328.91512	10.24306	14.30116	3236.07949	17.36917	78.64396	77.83588	36.61746	-965.36363	-3088.51788	Lethrinidae	Lethrinus	miniatus	37351009	1	AD	Passing			
20210514_1	146	20210514_TOP_1_0008_0001.mp4	38579	20210514_BOTTOM_1_0008_0001.mp4	36357	150.72724	npz9.5	0.87615	401.14425	30.06945	12.51266	4863.82198	32.27655	14.15009	85.06075	904.31501	2434.79831	-4112.26650	Lethrinidae	Lethrinus	miniatus	37351009	1	AD	Passing			
20210514_1	147	20210514_TOP_1_0008_0001.mp4	38579	20210514_BOTTOM_1_0008_0001.mp4	36357	150.72724	npz9.5	0.87615	537.18806	33.13445	16.64886	6059.89619	20.59942	87.17179	79.16958	1135.38321	1804.60895	-5672.44509	Lethrinidae	Lethrinus	miniatus	37351009	1	AD	Passing			
20210514_2	1	20210514_TOP_2_0002_0001.mp4	21530	20210514_BOTTOM_2_0002_0001.mp4	18523	25.98652	npz9.7	2.17300	51.19615	2.81959	4.04762	1508.56047	29.44596	79.57577	65.08302	725.26984	154.82902	-1313.68426	Blenniidae		spp		1	AD	Passing			
20210514_2	6	20210514_TOP_2_0005_0001.mp4	9598	20210514_BOTTOM_2_0005_0001.mp4	6591	82.66870	npz9.27	0.63258	624.54384	20.69244	13.52162	3706.94070	26.21333	68.08887	58.96237	328.25558	-1604.16915	-3325.70278	Carangidae	Seriola	dumerili	37337025	1	AD	Passing			
20210514_2	7	20210514_TOP_2_0005_0001.mp4	9611	20210514_BOTTOM_2_0005_0001.mp4	6604	82.67231	npz9.27	0.63619	636.69024	5.32063	9.03514	3420.65198	6.87288	4.22575	77.81254	128.96566	-388.49196	-3396.07153	Carangidae	Seriola	dumerili	37337025	1	AD	Passing			
20210514_2	8	20210514_TOP_2_0005_0001.mp4	9618	20210514_BOTTOM_2_0005_0001.mp4	6611	82.67426	npz9.27	0.63814	627.38418	5.31122	4.77961	2813.01551	11.21982	64.08837	77.61919	-468.51001	282.98096	-2759.25287	Carangidae	Seriola	dumerili	37337025	1	AD	Passing			
20210514_2	9	20210514_TOP_2_0005_0001.mp4	9640	20210514_BOTTOM_2_0005_0001.mp4	6633	82.68038	npz9.27	0.64425	615.23688	20.00158	15.92123	4170.51330	15.27276	70.15650	67.21427	-61.30125	1096.86196	-4023.22224	Carangidae	Seriola	dumerili	37337025	1	AD	Passing			
20210514_2	10	20210514_TOP_2_0005_0001.mp4	9646	20210514_BOTTOM_2_0005_0001.mp4	6639	82.68204	npz9.27	0.64592	619.16091	4.47530	11.06311	3678.56169	4.16401	4.16364	77.88917	-11.03873	266.87820	-3668.85135	Carangidae	Seriola	dumerili	37337025	1	AD	Passing			
20210514_2	11	20210514_TOP_2_0005_0001.mp4	9698	20210514_BOTTOM_2_0005_0001.mp4	6691	82.69650	npz9.27	0.66038	651.87274	5.58677	8.01262	3511.76919	8.08183	15.12652	76.58171	-270.12077	413.26077	-3476.89131	Carangidae	Seriola	dumerili	37337025	1	AD	Passing			
20210514_2	12	20210514_TOP_2_0005_0001.mp4	9891	20210514_BOTTOM_2_0005_0001.mp4	6884	82.75017	npz9.27	0.71405	626.51151	9.05134	0.97349	3174.90936	23.43532	77.18540	80.51265	973.12529	-804.64288	-2913.00986	Carangidae	Seriola	dumerili	37337025	1	AD	Passing			
20210514_2	13	20210514_TOP_2_0005_0001.mp4	9907	20210514_BOTTOM_2_0005_0001.mp4	6900	82.75462	npz9.27	0.71850	736.81468	15.44466	17.75044	3650.23351	30.16098	11.30018	79.84273	963.26665	1560.65425	-3156.05455	Carangidae	Seriola	dumerili	37337025	1	AD	Passing			
20210514_2	17	20210514_TOP_2_0006_0001.mp4	54284	20210514_BOTTOM_2_0006_0001.mp4	51277	115.09387	npz9.41	1.16172	561.73167	15.79420	5.57313	3253.87817	20.98339	53.55123	47.94985	-440.55446	1078.70973	-3038.09484	Lethrinidae	Gymnocranius	spp		1	AD	Passing			
20210514_2	19	20210514_TOP_2_0007_0001.mp4	25933	20210514_BOTTOM_2_0007_0001.mp4	22926	127.21069	npz9.44	0.89339	303.67428	3.85427	12.55250	3657.01350	5.67121	16.63927	76.32345	-339.26036	124.50529	-3639.11371	Labridae	Coris	auricularis	37384088	1	AD	Passing			
20210514_2	20	20210514_TOP_2_0007_0001.mp4	28596	20210514_BOTTOM_2_0007_0001.mp4	25589	127.95116	npz9.44	1.63385	463.86740	7.63676	17.15014	4310.06348	8.36124	83.88007	88.57126	219.71698	586.96766	-4264.25147	Lethrinidae	Lethrinus	miniatus	37351009	1	AD	Passing			
20210514_2	21	20210514_TOP_2_0007_0001.mp4	30515	20210514_BOTTOM_2_0007_0001.mp4	27508	128.48475	npz9.44	2.16744	66.38906	4.04287	1.68347	1346.81801	34.29182	70.61364	4.25153	457.99139	-605.00721	-1112.71242	Labridae	Pseudojuloides	elongatus	37384148	1	AD	Passing			
20210514_2	22	20210514_TOP_2_0008_0001.mp4	8854	20210514_BOTTOM_2_0008_0001.mp4	5847	142.46204	npz9.22	2.00617	82.97946	2.44801	5.84745	2106.77416	14.35895	12.45109	60.43161	508.69093	-119.20547	-2040.96080	Labridae		spp		1	AD	Passing			
20210514_2	24	20210514_TOP_2_0008_0001.mp4	44799	20210514_BOTTOM_2_0008_0001.mp4	41792	152.45675	npz9.6	0.49355	326.11243	7.13442	18.91895	3188.08349	16.78473	2.41789	66.52402	-171.22119	904.58238	-3052.25987	Carangidae	Decapterus	spp		1	AD	Passing			
20210514_2	25	20210514_TOP_2_0008_0001.mp4	44805	20210514_BOTTOM_2_0008_0001.mp4	41798	152.45842	npz9.6	0.49522	302.19081	8.29558	9.70135	3268.50491	16.05438	23.63652	69.57565	94.61621	898.93782	-3141.03214	Carangidae	Decapterus	spp		1	AD	Passing			
20210514_2	26	20210514_TOP_2_0008_0001.mp4	45707	20210514_BOTTOM_2_0008_0001.mp4	42700	152.70922	npz9.6	0.74602	605.98308	6.22019	6.35771	3450.69927	7.23686	80.88837	84.86060	-37.14535	-433.09982	-3423.21051	Lethrinidae	Gymnocranius	spp		1	AD	Passing			
20210514_2	27	20210514_TOP_2_0009_0001.mp4	42595	20210514_BOTTOM_2_0009_0001.mp4	39588	171.84389	npz9.4	1.03882	335.54536	2.84374	1.93557	1605.26385	7.40075	60.49590	65.48882	202.94351	39.60382	-1591.89117	Lethrinidae	Lethrinus	miniatus	37351009	1	AD	Passing			
20210514_2	28	20210514_TOP_2_0009_0001.mp4	42627	20210514_BOTTOM_2_0009_0001.mp4	39620	171.85279	npz9.4	1.04771	415.00934	4.60153	6.04672	2093.18156	21.61948	15.08538	80.46477	-153.98136	-755.68492	-1945.92885	Monacanthidae	Eubalichthys	caeruleoguttatus	37465018	1	AD	Passing			
20210514_2	29	20210514_TOP_2_0011_0001.mp4	9592	20210514_BOTTOM_2_0011_0001.mp4	6585	202.66719	npz9.42	2.94878	42.55162	3.05596	6.06174	1604.38667	22.65130	46.34789	60.52085	524.41207	-326.76139	-1480.63350	Labridae		spp		1	AD	Passing			
20210514_2	30	20210514_TOP_2_0012_0001.mp4	6321	20210514_BOTTOM_2_0012_0001.mp4	3314	221.75765	npz9.17	0.01946	311.37820	7.27278	4.72326	3411.45821	10.18325	78.43552	79.37175	385.26857	464.04834	-3357.71863	Mullidae	Parupeneus	spilurus	37355015	1	AD	Passing			
